identifier,INF2cnt,INF4cnt,INF3cnt
ENSMUSG00000067931,141,118,270
ENSMUSG00000067942,193,189,345
ENSMUSG00000067949,0,0,4
ENSMUSG00000067995,838,840,792
ENSMUSG00000068011,1,5,0
ENSMUSG00000068014,0,1,1
ENSMUSG00000068015,495,460,563
ENSMUSG00000068036,898,827,865
ENSMUSG00000068037,0,3,1
ENSMUSG00000068039,3916,3126,3694
ENSMUSG00000068040,1733,1341,1881
ENSMUSG00000068101,11,14,12
ENSMUSG00000068114,158,241,199
ENSMUSG00000068115,115,105,118
ENSMUSG00000068120,6,9,2
ENSMUSG00000068129,127,71,93
ENSMUSG00000068130,49,16,39
ENSMUSG00000068134,725,471,771
ENSMUSG00000068141,126,102,97
ENSMUSG00000068165,2,4,2
ENSMUSG00000068184,156,228,144
ENSMUSG00000068196,0,4,0
ENSMUSG00000068200,18,10,24
ENSMUSG00000068205,25,8,20
ENSMUSG00000068206,101,105,139
ENSMUSG00000068220,21290,23933,18645
ENSMUSG00000068226,3,1,0
ENSMUSG00000068240,260,260,225
ENSMUSG00000068243,17,24,32
ENSMUSG00000068245,157,139,160
ENSMUSG00000068250,782,478,845
ENSMUSG00000068262,29,37,27
ENSMUSG00000068264,615,725,684
ENSMUSG00000068267,1431,1605,1285
ENSMUSG00000068270,1,0,0
ENSMUSG00000068284,285,277,262
ENSMUSG00000068290,1700,2006,1432
ENSMUSG00000068299,14,10,16
ENSMUSG00000068303,0,1,3
ENSMUSG00000068314,17,13,15
ENSMUSG00000068323,0,0,1
ENSMUSG00000068324,0,2,1
ENSMUSG00000068328,3593,3828,3653
ENSMUSG00000068329,1701,1738,1749
ENSMUSG00000068335,726,673,617
ENSMUSG00000068391,2428,2249,2135
ENSMUSG00000068394,68,98,90
ENSMUSG00000068396,347,407,323
ENSMUSG00000068397,0,0,2
ENSMUSG00000068417,7,4,13
ENSMUSG00000068457,257,125,291
ENSMUSG00000068463,7,24,20
ENSMUSG00000068466,313,258,328
ENSMUSG00000068479,378,280,342
ENSMUSG00000068480,0,3,0
ENSMUSG00000068487,8,11,7
ENSMUSG00000068523,4511,4314,4589
ENSMUSG00000068551,325,255,246
ENSMUSG00000068566,18,12,22
ENSMUSG00000068579,2,0,2
ENSMUSG00000068580,515,568,510
ENSMUSG00000068587,0,17,16
ENSMUSG00000068601,260,253,257
ENSMUSG00000068604,0,0,1
ENSMUSG00000068606,4,0,0
ENSMUSG00000068629,52,53,55
ENSMUSG00000068631,3,12,9
ENSMUSG00000068663,225,178,191
ENSMUSG00000068674,1,1,1
ENSMUSG00000068680,0,6,0
ENSMUSG00000068689,0,1,0
ENSMUSG00000068697,12,2,15
ENSMUSG00000068706,614,582,482
ENSMUSG00000068732,1085,954,1149
ENSMUSG00000068735,21,42,22
ENSMUSG00000068739,1201,1241,1112
ENSMUSG00000068740,8,13,15
ENSMUSG00000068742,280,230,340
ENSMUSG00000068744,25,31,16
ENSMUSG00000068745,2,0,3
ENSMUSG00000068747,1054,991,1131
ENSMUSG00000068749,2121,1933,1880
ENSMUSG00000068758,315,429,308
ENSMUSG00000068798,1895,1370,2077
ENSMUSG00000068823,5692,3600,6461
ENSMUSG00000068854,98,71,113
ENSMUSG00000068855,5,15,7
ENSMUSG00000068856,1276,1243,1310
ENSMUSG00000068859,13,9,12
ENSMUSG00000068860,5,4,3
ENSMUSG00000068874,118,179,132
ENSMUSG00000068876,0,5,0
ENSMUSG00000068877,21,7,25
ENSMUSG00000068882,3086,2356,3100
ENSMUSG00000068893,0,0,1
ENSMUSG00000068917,692,592,629
ENSMUSG00000068921,562,595,548
ENSMUSG00000068922,471,568,424
ENSMUSG00000068923,176,157,175
ENSMUSG00000068957,39,15,25
ENSMUSG00000068959,48,38,68
ENSMUSG00000068962,1,0,0
ENSMUSG00000068964,6,1,1
ENSMUSG00000068966,381,282,331
ENSMUSG00000068969,0,1,2
ENSMUSG00000069008,1,1,1
ENSMUSG00000069011,35,27,47
ENSMUSG00000069014,4,1,3
ENSMUSG00000069020,601,637,545
ENSMUSG00000069041,0,1,2
ENSMUSG00000069045,1116,657,1128
ENSMUSG00000069049,899,689,1036
ENSMUSG00000069072,1,1,5
ENSMUSG00000069083,8,5,7
ENSMUSG00000069089,690,662,797
ENSMUSG00000069094,246,195,260
ENSMUSG00000069114,98,94,86
ENSMUSG00000069117,23,52,35
ENSMUSG00000069125,6,4,1
ENSMUSG00000069135,376,246,444
ENSMUSG00000069136,4,8,4
ENSMUSG00000069170,2,3,6
ENSMUSG00000069184,13,22,33
ENSMUSG00000069188,38,65,50
ENSMUSG00000069206,174,142,207
ENSMUSG00000069208,176,125,214
ENSMUSG00000069223,97,97,92
ENSMUSG00000069236,4,1,4
ENSMUSG00000069237,263,194,319
ENSMUSG00000069255,404,437,443
ENSMUSG00000069265,2,0,0
ENSMUSG00000069266,0,1,1
ENSMUSG00000069268,5,16,9
ENSMUSG00000069270,3,3,6
ENSMUSG00000069272,4,18,14
ENSMUSG00000069273,0,7,2
ENSMUSG00000069300,1,5,2
ENSMUSG00000069301,0,0,4
ENSMUSG00000069306,3,0,1
ENSMUSG00000069307,13,16,10
ENSMUSG00000069308,4,4,0
ENSMUSG00000069310,1,0,1
ENSMUSG00000069376,6,2,8
ENSMUSG00000069379,94,119,102
ENSMUSG00000069439,0,1,2
ENSMUSG00000069475,1,0,6
ENSMUSG00000069495,256,274,321
ENSMUSG00000069515,282,191,291
ENSMUSG00000069516,791893,732357,763041
ENSMUSG00000069520,1163,1190,1370
ENSMUSG00000069539,290,183,323
ENSMUSG00000069540,15,19,16
ENSMUSG00000069554,1,1,0
ENSMUSG00000069565,569,644,586
ENSMUSG00000069581,0,0,3
ENSMUSG00000069607,3,2,3
ENSMUSG00000069609,1,0,3
ENSMUSG00000069622,13,13,15
ENSMUSG00000069631,319,325,426
ENSMUSG00000069633,72,67,82
ENSMUSG00000069662,13292,11174,14800
ENSMUSG00000069678,208,157,155
ENSMUSG00000069682,335,293,294
ENSMUSG00000069712,1,0,0
ENSMUSG00000069713,22,5,15
ENSMUSG00000069727,34,27,89
ENSMUSG00000069729,905,828,922
ENSMUSG00000069743,10,3,2
ENSMUSG00000069744,2816,3017,2385
ENSMUSG00000069755,100,64,126
ENSMUSG00000069763,0,2,3
ENSMUSG00000069769,133,145,106
ENSMUSG00000069792,41976,40044,36060
ENSMUSG00000069793,68,49,67
ENSMUSG00000069804,12,10,6
ENSMUSG00000069808,190,175,248
ENSMUSG00000069814,29,42,17
ENSMUSG00000069830,53,65,79
ENSMUSG00000069833,11332,9949,10168
ENSMUSG00000069835,45,27,36
ENSMUSG00000069844,288,274,316
ENSMUSG00000069862,7,10,11
ENSMUSG00000069867,2,0,0
ENSMUSG00000069873,0,0,1
ENSMUSG00000069874,232,186,201
ENSMUSG00000069892,73,88,103
ENSMUSG00000069893,51,42,50
ENSMUSG00000069895,380,329,394
ENSMUSG00000069899,188,202,253
ENSMUSG00000069910,108,93,160
ENSMUSG00000069911,39,42,50
ENSMUSG00000069913,3,1,0
ENSMUSG00000069920,195,237,252
ENSMUSG00000069939,15,15,18
ENSMUSG00000069962,2,2,4
ENSMUSG00000069972,528,499,451
ENSMUSG00000069986,2,0,0
ENSMUSG00000069996,1,1,2
ENSMUSG00000070000,197,195,219
ENSMUSG00000070002,682,571,710
ENSMUSG00000070003,1450,1725,1362
ENSMUSG00000070025,3,3,1
ENSMUSG00000070031,293,277,273
ENSMUSG00000070034,343,368,309
ENSMUSG00000070044,33,38,33
ENSMUSG00000070047,0,7,0
ENSMUSG00000070056,1207,981,1124
ENSMUSG00000070063,1,0,0
ENSMUSG00000070074,0,1,0
ENSMUSG00000070077,0,1,0
ENSMUSG00000070130,1,3,0
ENSMUSG00000070166,11,4,10
ENSMUSG00000070167,13,11,8
ENSMUSG00000070214,1,0,0
ENSMUSG00000070225,1,1,0
ENSMUSG00000070271,38,65,37
ENSMUSG00000070282,18,22,13
ENSMUSG00000070283,438,440,392
ENSMUSG00000070284,421,469,366
ENSMUSG00000070287,20,29,12
ENSMUSG00000070291,0,3,0
ENSMUSG00000070298,6,7,10
ENSMUSG00000070315,70,95,82
ENSMUSG00000070319,1664,1630,1417
ENSMUSG00000070323,82,84,110
ENSMUSG00000070327,997,1040,1169
ENSMUSG00000070336,14,4,5
ENSMUSG00000070337,0,2,0
ENSMUSG00000070342,1,0,0
ENSMUSG00000070343,148,152,129
ENSMUSG00000070345,4,2,1
ENSMUSG00000070348,550,939,602
ENSMUSG00000070354,87,111,113
ENSMUSG00000070369,0,0,5
ENSMUSG00000070371,5,16,16
ENSMUSG00000070372,1825,1265,2100
ENSMUSG00000070385,0,6,0
ENSMUSG00000070390,219,254,248
ENSMUSG00000070392,2,0,1
ENSMUSG00000070394,2672,2768,2270
ENSMUSG00000070407,4,8,9
ENSMUSG00000070420,2,11,9
ENSMUSG00000070425,0,3,0
ENSMUSG00000070426,536,484,387
ENSMUSG00000070427,924,869,962
ENSMUSG00000070443,10,7,9
ENSMUSG00000070461,17,22,37
ENSMUSG00000070462,705,641,755
ENSMUSG00000070471,8,0,0
ENSMUSG00000070476,188,205,201
ENSMUSG00000070490,7,6,7
ENSMUSG00000070493,6647,6377,5786
ENSMUSG00000070501,0,1,1
ENSMUSG00000070520,391,562,488
ENSMUSG00000070522,31,31,37
ENSMUSG00000070524,13,5,4
ENSMUSG00000070526,6,4,11
ENSMUSG00000070527,2,18,6
ENSMUSG00000070544,2151,2000,2018
ENSMUSG00000070564,1,0,0
ENSMUSG00000070565,55,57,66
ENSMUSG00000070570,0,0,1
ENSMUSG00000070572,122,155,165
ENSMUSG00000070576,0,3,0
ENSMUSG00000070583,27,3,16
ENSMUSG00000070604,229,255,224
ENSMUSG00000070605,170,139,206
ENSMUSG00000070610,50,60,58
ENSMUSG00000070632,20,10,4
ENSMUSG00000070639,687,631,644
ENSMUSG00000070661,0,0,1
ENSMUSG00000070667,6,1,3
ENSMUSG00000070691,178,184,164
ENSMUSG00000070692,4,4,1
ENSMUSG00000070697,1431,1395,1363
ENSMUSG00000070699,184,159,156
ENSMUSG00000070705,171,164,171
ENSMUSG00000070709,163,93,153
ENSMUSG00000070713,50,44,47
ENSMUSG00000070717,22,23,26
ENSMUSG00000070720,7,12,13
ENSMUSG00000070729,487,400,496
ENSMUSG00000070730,465,453,416
ENSMUSG00000070733,581,614,587
ENSMUSG00000070737,431,488,557
ENSMUSG00000070738,1090,1077,1343
ENSMUSG00000070778,0,0,1
ENSMUSG00000070780,2586,2697,2690
ENSMUSG00000070803,1,1,2
ENSMUSG00000070806,5,3,0
ENSMUSG00000070808,124,138,88
ENSMUSG00000070814,67,42,59
ENSMUSG00000070822,19,18,6
ENSMUSG00000070834,0,1,2
ENSMUSG00000070858,318,399,261
ENSMUSG00000070866,0,0,1
ENSMUSG00000070868,0,3,0
ENSMUSG00000070871,173,186,192
ENSMUSG00000070873,6,0,1
ENSMUSG00000070883,25,16,35
ENSMUSG00000070891,11,5,6
ENSMUSG00000070896,1,2,1
ENSMUSG00000070900,10,19,14
ENSMUSG00000070923,773,605,1060
ENSMUSG00000070934,1093,1134,1092
ENSMUSG00000070939,889,804,899
ENSMUSG00000070942,69,42,69
ENSMUSG00000070953,236,225,233
ENSMUSG00000070960,36,40,59
ENSMUSG00000070972,150,171,146
ENSMUSG00000070990,0,0,2
ENSMUSG00000070997,47,37,56
ENSMUSG00000071014,2386,1718,2066
ENSMUSG00000071035,6,9,13
ENSMUSG00000071036,1,0,2
ENSMUSG00000071037,59,37,39
ENSMUSG00000071041,167,144,145
ENSMUSG00000071042,924,1134,1048
ENSMUSG00000071052,55,50,34
ENSMUSG00000071054,764,626,630
ENSMUSG00000071064,17,14,5
ENSMUSG00000071068,16,2,20
ENSMUSG00000071072,1955,1506,1931
ENSMUSG00000071073,2,3,6
ENSMUSG00000071074,1407,1427,1485
ENSMUSG00000071076,2641,3257,2568
ENSMUSG00000071078,732,791,715
ENSMUSG00000071083,20,4,12
ENSMUSG00000071089,1,2,1
ENSMUSG00000071102,3,3,4
ENSMUSG00000071103,1,0,5
ENSMUSG00000071112,6,0,0
ENSMUSG00000071113,0,1,0
ENSMUSG00000071141,35,38,54
ENSMUSG00000071147,0,0,1
ENSMUSG00000071151,25,15,23
ENSMUSG00000071172,3702,3020,3559
ENSMUSG00000071176,33,22,18
ENSMUSG00000071180,1123,909,1256
ENSMUSG00000071181,3,1,0
ENSMUSG00000071192,7,19,14
ENSMUSG00000071193,12,16,12
ENSMUSG00000071202,40,61,38
ENSMUSG00000071203,371,280,364
ENSMUSG00000071207,1,4,3
ENSMUSG00000071226,3,6,16
ENSMUSG00000071229,3,0,0
ENSMUSG00000071235,0,0,1
ENSMUSG00000071252,79,30,113
ENSMUSG00000071253,619,430,611
ENSMUSG00000071256,128,131,129
ENSMUSG00000071265,0,2,5
ENSMUSG00000071266,88,48,158
ENSMUSG00000071267,469,241,559
ENSMUSG00000071273,1,1,1
ENSMUSG00000071281,166,130,154
ENSMUSG00000071291,61,61,64
ENSMUSG00000071302,380,233,334
ENSMUSG00000071303,8,9,9
ENSMUSG00000071311,0,1,3
ENSMUSG00000071322,0,0,2
ENSMUSG00000071324,32,52,45
ENSMUSG00000071332,0,1,0
ENSMUSG00000071335,19,6,35
ENSMUSG00000071337,423,320,484
ENSMUSG00000071342,0,3,0
ENSMUSG00000071343,6,4,3
ENSMUSG00000071347,0,1,0
ENSMUSG00000071350,162,194,268
ENSMUSG00000071359,597,626,774
ENSMUSG00000071369,225,235,285
ENSMUSG00000071379,1163,1265,1144
ENSMUSG00000071392,0,1,1
ENSMUSG00000071398,5,1,2
ENSMUSG00000071414,35,32,36
ENSMUSG00000071415,2638,2419,2300
ENSMUSG00000071419,20,13,11
ENSMUSG00000071451,451,562,414
ENSMUSG00000071454,139,105,172
ENSMUSG00000071456,146,110,120
ENSMUSG00000071475,1,1,0
ENSMUSG00000071477,402,383,387
ENSMUSG00000071497,75,49,71
ENSMUSG00000071506,0,2,0
ENSMUSG00000071516,0,2,0
ENSMUSG00000071528,1190,1184,1063
ENSMUSG00000071532,134,186,157
ENSMUSG00000071533,620,488,681
ENSMUSG00000071537,5,10,1
ENSMUSG00000071547,2833,2589,2526
ENSMUSG00000071551,0,1,0
ENSMUSG00000071552,3,0,0
ENSMUSG00000071553,5,7,10
ENSMUSG00000071561,0,2,0
ENSMUSG00000071568,3,4,1
ENSMUSG00000071573,217,166,175
ENSMUSG00000071586,3,5,4
ENSMUSG00000071632,97,102,105
ENSMUSG00000071633,4,0,2
ENSMUSG00000071637,352,428,424
ENSMUSG00000071640,279,157,304
ENSMUSG00000071644,993,1102,769
ENSMUSG00000071645,312,336,360
ENSMUSG00000071646,2054,2007,2259
ENSMUSG00000071647,507,579,573
ENSMUSG00000071648,46,52,57
ENSMUSG00000071649,555,523,501
ENSMUSG00000071650,1485,1234,1477
ENSMUSG00000071652,475,477,545
ENSMUSG00000071653,1,3,0
ENSMUSG00000071654,623,669,533
ENSMUSG00000071655,2393,2649,2060
ENSMUSG00000071656,0,6,0
ENSMUSG00000071657,1583,2016,1610
ENSMUSG00000071658,15,27,30
ENSMUSG00000071659,355,396,329
ENSMUSG00000071660,352,347,394
ENSMUSG00000071661,29,44,35
ENSMUSG00000071662,847,873,817
ENSMUSG00000071669,515,435,443
ENSMUSG00000071671,1,0,2
ENSMUSG00000071691,2,5,8
ENSMUSG00000071708,566,565,655
ENSMUSG00000071711,3,26,6
ENSMUSG00000071713,8085,6823,7294
ENSMUSG00000071714,6585,5735,6596
ENSMUSG00000071715,3587,3184,2958
ENSMUSG00000071722,0,0,4
ENSMUSG00000071723,83,80,96
ENSMUSG00000071724,23,17,27
ENSMUSG00000071748,38,40,31
ENSMUSG00000071757,82,52,67
ENSMUSG00000071793,40,29,24
ENSMUSG00000071796,132,59,93
ENSMUSG00000071847,6,0,0
ENSMUSG00000071855,69,64,78
ENSMUSG00000071856,12,5,7
ENSMUSG00000071862,57,39,47
ENSMUSG00000071866,283,255,306
ENSMUSG00000071867,44,33,39
ENSMUSG00000071893,3,0,14
ENSMUSG00000072066,43,13,25
ENSMUSG00000072082,494,269,373
ENSMUSG00000072109,20,37,21
ENSMUSG00000072115,274,370,275
ENSMUSG00000072214,4,0,5
ENSMUSG00000072235,1566,1729,1589
ENSMUSG00000072244,25,11,10
ENSMUSG00000072255,4,0,0
ENSMUSG00000072258,104,129,120
ENSMUSG00000072295,2,0,0
ENSMUSG00000072324,1,0,0
ENSMUSG00000072381,6,4,2
ENSMUSG00000072387,0,1,1
ENSMUSG00000072407,28,33,33
ENSMUSG00000072421,4,5,5
ENSMUSG00000072437,651,464,797
ENSMUSG00000072460,12,8,25
ENSMUSG00000072476,0,1,3
ENSMUSG00000072487,3,0,0
ENSMUSG00000072492,0,0,1
ENSMUSG00000072494,38,44,44
ENSMUSG00000072501,1188,929,1135
ENSMUSG00000072553,1,0,0
ENSMUSG00000072568,125,63,120
ENSMUSG00000072571,0,8,7
ENSMUSG00000072572,5,2,0
ENSMUSG00000072573,20,39,23
ENSMUSG00000072575,0,0,4
ENSMUSG00000072576,1,2,2
ENSMUSG00000072582,521,511,445
ENSMUSG00000072589,0,0,1
ENSMUSG00000072594,6,2,7
ENSMUSG00000072596,0,3,6
ENSMUSG00000072612,268,269,276
ENSMUSG00000072620,21570,20519,20716
ENSMUSG00000072621,1177,933,1133
ENSMUSG00000072623,10,12,12
ENSMUSG00000072640,69,67,58
ENSMUSG00000072647,6,12,11
ENSMUSG00000072653,4,11,16
ENSMUSG00000072660,13,16,20
ENSMUSG00000072662,4,5,0
ENSMUSG00000072663,4,14,8
ENSMUSG00000072673,148,188,218
ENSMUSG00000072680,4,1,8
ENSMUSG00000072688,23,21,8
ENSMUSG00000072692,494,498,403
ENSMUSG00000072693,475,462,477
ENSMUSG00000072694,1634,1617,1470
ENSMUSG00000072704,2080,1326,2074
ENSMUSG00000072714,1,0,0
ENSMUSG00000072754,4,0,0
ENSMUSG00000072761,73,43,85
ENSMUSG00000072762,81,74,163
ENSMUSG00000072763,55,51,56
ENSMUSG00000072768,40,38,41
ENSMUSG00000072769,72,41,38
ENSMUSG00000072770,21,23,20
ENSMUSG00000072772,57,83,55
ENSMUSG00000072774,110,66,88
ENSMUSG00000072789,11,15,9
ENSMUSG00000072809,72,75,99
ENSMUSG00000072812,2133,2356,1860
ENSMUSG00000072825,380,453,353
ENSMUSG00000072844,110,46,74
ENSMUSG00000072847,131,108,126
ENSMUSG00000072852,2,0,1
ENSMUSG00000072872,189,170,175
ENSMUSG00000072884,8,0,0
ENSMUSG00000072889,805,552,970
ENSMUSG00000072893,269,281,250
ENSMUSG00000072898,103,124,106
ENSMUSG00000072915,83,66,86
ENSMUSG00000072919,1,0,3
ENSMUSG00000072934,0,0,3
ENSMUSG00000072940,540,672,522
ENSMUSG00000072946,597,430,759
ENSMUSG00000072949,15,26,4
ENSMUSG00000072963,1,0,0
ENSMUSG00000072964,29,56,66
ENSMUSG00000072968,2,1,1
ENSMUSG00000072969,152,120,193
ENSMUSG00000072972,4,1,4
ENSMUSG00000072974,0,2,1
ENSMUSG00000072978,4,1,4
ENSMUSG00000072980,23,28,42
ENSMUSG00000072999,0,2,2
ENSMUSG00000073000,11,7,7
ENSMUSG00000073002,0,2,0
ENSMUSG00000073010,7,0,2
ENSMUSG00000073016,22,18,20
ENSMUSG00000073018,0,0,6
ENSMUSG00000073060,0,1,3
ENSMUSG00000073062,102,95,131
ENSMUSG00000073067,49,67,85
ENSMUSG00000073073,1,0,0
ENSMUSG00000073077,0,0,1
ENSMUSG00000073079,2,1,3
ENSMUSG00000073096,375,419,403
ENSMUSG00000073125,21,11,26
ENSMUSG00000073130,0,0,1
ENSMUSG00000073131,1577,1248,1734
ENSMUSG00000073139,486,396,609
ENSMUSG00000073144,185,162,152
ENSMUSG00000073145,10,12,5
ENSMUSG00000073147,449,400,465
ENSMUSG00000073155,4962,5533,4861
ENSMUSG00000073158,1,1,0
ENSMUSG00000073174,0,0,1
ENSMUSG00000073176,43,42,83
ENSMUSG00000073179,5,3,4
ENSMUSG00000073198,211,192,259
ENSMUSG00000073226,2,2,2
ENSMUSG00000073233,12,4,7
ENSMUSG00000073234,0,0,1
ENSMUSG00000073236,70,58,34
ENSMUSG00000073242,202,250,175
ENSMUSG00000073274,795,558,904
ENSMUSG00000073291,1,1,2
ENSMUSG00000073371,0,1,1
ENSMUSG00000073374,51,26,59
ENSMUSG00000073386,0,5,0
ENSMUSG00000073388,3,19,8
ENSMUSG00000073394,15,18,5
ENSMUSG00000073400,0,2,0
ENSMUSG00000073402,1,0,0
ENSMUSG00000073403,2,0,1
ENSMUSG00000073405,17,19,17
ENSMUSG00000073406,1,0,0
ENSMUSG00000073407,3,0,2
ENSMUSG00000073409,226,191,215
ENSMUSG00000073411,81055,75677,76624
ENSMUSG00000073412,1104,1087,744
ENSMUSG00000073413,8,5,1
ENSMUSG00000073414,1,0,3
ENSMUSG00000073415,14,14,18
ENSMUSG00000073418,18,8,2
ENSMUSG00000073421,590,476,510
ENSMUSG00000073422,1,5,3
ENSMUSG00000073423,242,338,273
ENSMUSG00000073427,43,13,63
ENSMUSG00000073433,1,1,2
ENSMUSG00000073434,25,12,40
ENSMUSG00000073436,982,966,799
ENSMUSG00000073437,376,455,350
ENSMUSG00000073448,13,5,10
ENSMUSG00000073460,2,0,1
ENSMUSG00000073468,839,960,880
ENSMUSG00000073471,95,156,129
ENSMUSG00000073478,110,154,102
ENSMUSG00000073481,1325,1472,1155
ENSMUSG00000073482,4,0,4
ENSMUSG00000073485,6,8,19
ENSMUSG00000073486,12,10,18
ENSMUSG00000073489,1714,1262,1921
ENSMUSG00000073490,3297,2988,4131
ENSMUSG00000073491,5,8,13
ENSMUSG00000073492,78,58,78
ENSMUSG00000073494,0,0,1
ENSMUSG00000073529,98,70,102
ENSMUSG00000073538,9,4,5
ENSMUSG00000073542,92,65,116
ENSMUSG00000073555,0,15,8
ENSMUSG00000073557,447,459,425
ENSMUSG00000073559,5,8,5
ENSMUSG00000073563,1063,662,1100
ENSMUSG00000073590,13,31,28
ENSMUSG00000073591,31,13,4
ENSMUSG00000073598,16,11,19
ENSMUSG00000073599,9,13,3
ENSMUSG00000073600,2,0,5
ENSMUSG00000073607,17,16,19
ENSMUSG00000073609,115,103,111
ENSMUSG00000073616,3343,3307,2739
ENSMUSG00000073627,36,37,13
ENSMUSG00000073628,16,22,19
ENSMUSG00000073633,126,113,110
ENSMUSG00000073639,3476,2399,4206
ENSMUSG00000073640,28,20,23
ENSMUSG00000073643,518,463,508
ENSMUSG00000073647,32,26,49
ENSMUSG00000073650,5,5,7
ENSMUSG00000073652,5,1,4
ENSMUSG00000073664,802,562,726
ENSMUSG00000073676,803,746,750
ENSMUSG00000073678,581,481,764
ENSMUSG00000073680,1,2,2
ENSMUSG00000073684,420,484,389
ENSMUSG00000073700,721,616,807
ENSMUSG00000073702,301,277,280
ENSMUSG00000073705,16,22,23
ENSMUSG00000073716,6,10,9
ENSMUSG00000073725,2100,1797,2363
ENSMUSG00000073728,25,30,23
ENSMUSG00000073731,38,34,33
ENSMUSG00000073733,2,25,8
ENSMUSG00000073737,5,2,2
ENSMUSG00000073739,18,28,9
ENSMUSG00000073752,1,1,1
ENSMUSG00000073753,7,0,0
ENSMUSG00000073755,182,198,137
ENSMUSG00000073758,15,8,11
ENSMUSG00000073771,205,149,189
ENSMUSG00000073775,372,465,406
ENSMUSG00000073778,44,73,57
ENSMUSG00000073779,21,10,16
ENSMUSG00000073787,189,269,258
ENSMUSG00000073791,20,26,56
ENSMUSG00000073792,78,66,128
ENSMUSG00000073795,47,97,78
ENSMUSG00000073802,142,125,111
ENSMUSG00000073804,0,0,1
ENSMUSG00000073805,20,22,28
ENSMUSG00000073838,292,260,217
ENSMUSG00000073843,2,2,3
ENSMUSG00000073856,15,20,32
ENSMUSG00000073867,83,27,66
ENSMUSG00000073876,2,0,1
ENSMUSG00000073888,11,15,11
ENSMUSG00000073889,963,856,856
ENSMUSG00000073902,18,2,21
ENSMUSG00000073910,310,247,277
ENSMUSG00000073923,2,0,0
ENSMUSG00000073937,0,0,1
ENSMUSG00000073968,79,39,91
ENSMUSG00000073975,0,3,0
ENSMUSG00000073980,3,3,10
ENSMUSG00000073982,10024,10736,9893
ENSMUSG00000073985,860,1005,957
ENSMUSG00000073987,2265,2357,2768
ENSMUSG00000073988,4,5,6
ENSMUSG00000073995,3,9,9
ENSMUSG00000073998,0,1,0
ENSMUSG00000074004,0,5,3
ENSMUSG00000074006,3,1,0
ENSMUSG00000074024,993,792,1151
ENSMUSG00000074026,4,1,6
ENSMUSG00000074030,524,475,511
ENSMUSG00000074034,7,9,6
ENSMUSG00000074039,17,3,5
ENSMUSG00000074063,1424,1243,1256
ENSMUSG00000074064,432,448,478
ENSMUSG00000074065,2,1,0
ENSMUSG00000074088,61,75,61
ENSMUSG00000074092,7,8,3
ENSMUSG00000074093,56,28,54
ENSMUSG00000074102,432,355,381
ENSMUSG00000074108,2,5,1
ENSMUSG00000074121,0,1,2
ENSMUSG00000074129,70,65,54
ENSMUSG00000074136,31,23,12
ENSMUSG00000074141,92,147,97
ENSMUSG00000074146,3,1,2
ENSMUSG00000074149,164,171,172
ENSMUSG00000074151,169,148,139
ENSMUSG00000074158,2,2,19
ENSMUSG00000074165,88,71,123
ENSMUSG00000074166,126,76,100
ENSMUSG00000074170,41,37,52
ENSMUSG00000074171,11,12,29
ENSMUSG00000074178,23,42,23
ENSMUSG00000074182,317,239,273
ENSMUSG00000074194,32,25,18
ENSMUSG00000074203,37,63,47
ENSMUSG00000074210,386,412,348
ENSMUSG00000074211,544,595,532
ENSMUSG00000074212,2754,2335,2708
ENSMUSG00000074213,412,489,445
ENSMUSG00000074215,13,17,23
ENSMUSG00000074217,23,23,34
ENSMUSG00000074218,42,48,45
ENSMUSG00000074219,0,2,0
ENSMUSG00000074220,200,166,246
ENSMUSG00000074221,138,152,181
ENSMUSG00000074227,9,24,11
ENSMUSG00000074228,136,131,150
ENSMUSG00000074232,14,0,14
ENSMUSG00000074236,20,15,17
ENSMUSG00000074238,450,278,455
ENSMUSG00000074240,0,6,0
ENSMUSG00000074243,25,6,20
ENSMUSG00000074247,1660,2077,1603
ENSMUSG00000074250,186,249,217
ENSMUSG00000074252,16,8,13
ENSMUSG00000074256,3,0,1
ENSMUSG00000074259,1,0,1
ENSMUSG00000074261,0,0,1
ENSMUSG00000074264,1,4,6
ENSMUSG00000074269,1010,551,681
ENSMUSG00000074272,58,68,77
ENSMUSG00000074274,1,2,1
ENSMUSG00000074277,5,5,2
ENSMUSG00000074280,1113,965,920
ENSMUSG00000074281,12,6,11
ENSMUSG00000074282,26,41,79
ENSMUSG00000074283,20,11,34
ENSMUSG00000074284,45,31,67
ENSMUSG00000074305,1918,1898,1863
ENSMUSG00000074336,13,29,24
ENSMUSG00000074340,2,0,0
ENSMUSG00000074342,49,57,55
ENSMUSG00000074344,6,2,6
ENSMUSG00000074345,10,0,5
ENSMUSG00000074355,11,15,24
ENSMUSG00000074357,33,40,52
ENSMUSG00000074358,147,139,111
ENSMUSG00000074361,33,34,74
ENSMUSG00000074364,0,2,0
ENSMUSG00000074384,72,54,68
ENSMUSG00000074385,3,1,1
ENSMUSG00000074388,4,9,8
ENSMUSG00000074397,1,0,0
ENSMUSG00000074398,412,355,493
ENSMUSG00000074403,5,5,2
ENSMUSG00000074405,307,302,269
ENSMUSG00000074406,179,187,199
ENSMUSG00000074412,16,11,18
ENSMUSG00000074417,20,12,31
ENSMUSG00000074419,6,12,7
ENSMUSG00000074420,0,3,0
ENSMUSG00000074452,3,7,1
ENSMUSG00000074465,0,0,4
