Identifier,h_jkdz1,h_jkdz2,h_jkdz3,h_jkdz4,h_jkdz5,h_jkdz6,h_jkdz7,h_jkdz8,h_jkdz9,h_jkdz10,h_jkdz11,h_jkdz12,h_jkdz13,h_jkdz14,h_jkdz15,h_jkdz16,h_jkdz17,h_jkdz18,h_jkdz19,h_jkdz20,h_jkdz21,h_jkdz22,h_jkdz23,h_jkdz24,h_jkdz25,nc_jbdz11,nc_jbdz12,nc_jbdz13,nc_jbdz14,nc_jbdz15,nc_jbdz16,nc_jbdz17,nc_jbdz18,nc_jbdz19,nc_jbdz110,nc_jbdz111,nc_jbdz112,nc_jbdz113,nc_jbdz114,nc_jbdz115,nc_jbdz116,nc_jbdz117,nc_jbdz118,nc_jbdz119,nc_jbdz120,nc_jbdz121,nc_jbdz122,nc_jbdz123,nc_jbdz124,nc_jbdz125,ns_PT1,ns_PT2,ns_PT3,ns_PT4,ns_PT5,ns_PT6,ns_PT7,ns_PT8,ns_PT9,ns_PT10,ns_PT11,ns_PT12,ns_PT13,ns_PT14,ns_PT15,ns_PT16,ns_PT17,ns_PT18,ns_PT19,ns_PT20,ns_PT21,ns_PT22,ns_PT23,ns_PT24,ns_PT25,s_ZX1,s_ZX2,s_ZX3,s_ZX4,s_ZX5,s_ZX6,s_ZX7,s_ZX8,s_ZX9,s_ZX10,s_ZX11,s_ZX12,s_ZX13,s_ZX14,s_ZX15,s_ZX16,s_ZX17,s_ZX18,s_ZX19,s_ZX20,s_ZX21
group,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,healthy,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonCOVID19,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,nonsevere,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe,severe
C02538,39375.0352,,,,,88123,,,,,,,,,,,,,,79387.5938,27367.0313,,30447.2188,195480.1875,96722.6797,,103521.6797,,,,248915.2969,,,25262.0996,41924.8125,,,,,201897.7813,39965.4766,30531.5117,62410.4453,41499.3281,79787.125,,40897.3047,96458.875,,,,37927.7734,28770.7891,44500.6602,,,,68114.6797,,177454.8594,,,,275872.4063,,161323.0625,,145221.9375,51688.9023,,,104184.5234,,,,,329260.0313,106667.4531,,51499.2109,172812.6406,127588.3594,28570.2461,,112428.8672,64739.0273,111506.9688,,,143722.3281,,56819.2617,107250.4844,109668.4375,161225.9844,
C00349,3131987,1717737.25,1873372.375,2836086.75,2215671.25,4468031,2930452.5,1541468.125,1731044.125,1950459.75,3322630.75,2897987.25,2681572.5,1998746.125,5076530.5,2261283.5,2021097.5,2788620.5,4426230.5,2209070.75,5525635.5,2568161,2980077,4609047,1720145,4005112.5,4450182,9027221,4502709,3299167,16546948,2066946.125,5942826,6516825.5,3820155.25,11786372,17617516,4244099.5,4723938.5,2268662.25,2556319.25,9141465,3199188,4018191.75,3466406,4601515.5,10302615,8544013,69850848,2672496.25,1616300.5,2593171.25,4250009.5,1027912.875,2366808.75,2887704,1106428,3739247.25,1787837.375,3771796.5,1545136.125,1813353.5,4097185.5,3569581.25,4755247.5,2947176,2916267.5,2429518.5,1590254,2264978.75,1974500.5,2856100.75,1801072.375,3639970,1696067.125,1229947.75,14612965,1365628.25,6361865.5,1308743.375,2926551,3400300.5,2620467.75,2344926,2230684.5,1466959.5,2420109.5,3221304,1722345.75,2180703.75,5058897,2303941.25,1479080.375,4744763.5,3790275,2958154.5
C00085,39839196,41057076,56769484,38013936,36722936,42138916,40206408,43545720,38089296,47865048,77482712,46188912,55472768,41854908,55173116,37394912,51020424,36365288,39847704,39386772,41044780,39118924,33701348,28453092,45797568,22179048,25966986,28579272,21689688,50853804,44272252,48286592,29420692,26313178,47180168,47593000,34650432,39769052,24780176,17361302,14928305,29048046,35561260,29343106,33488120,35216932,33654752,28282192,29506574,28852292,37470272,40506440,68435552,22911018,30507532,5623508.5,40329784,35429556,42152528,45734456,24658416,19995816,38900916,22952066,29205012,30853192,3747891.25,35370000,55568540,25629670,47869632,50382432,45592500,40568432,29527086,41083672,46951120,36583028,9456112,32620374,25080312,36097124,27836812,33820152,57956284,58830656,67015212,51483136,34597220,43917168,42905096,47039212,34704308,23560114,51441052,41673488
C00122,860180.25,757543.5,615430.9375,571948.6875,525670.5,515966.4375,401620.9688,661830.875,787655.25,620332.6875,890474.6875,776410.125,572418.75,590090.6875,719641.5625,600584.3125,747258.75,841230.125,719264,808414.875,942188.0625,774914.25,660770.5,820316.875,619573.75,1466037.875,1550222.375,1347525.25,1181548.25,1230800,1500283,790981.4375,558321.0625,1362489.375,600663.75,435024.2813,2654734.5,504537.1563,1185179.75,1832254.375,1314405,522885,652307.875,730150.6875,1443910,608683.5,857317.125,613557.3125,591068.4375,689300.0625,420962.2813,436469.8438,694506.4375,240473.4688,606321.5625,968260.125,288295.3438,670239.8125,534962.4375,488561.7188,408362.75,555510.8125,414919.6875,426637.7813,903919.9375,631845.9375,621818.5625,421365.8125,484235.3125,339478.1563,326610.6875,291108.4375,391060.375,535236.375,526213.5,409831.2813,506553.7188,315340.0313,909772.25,266761.7813,617700.0625,959879.25,612798.25,655446.75,642451.5625,409603.4688,562993.5625,748266.625,425306.0938,521009.8125,302320.4688,555607.875,264336.2188,2558778.25,909772.25,452298.7188
C00880,1891539.5,6638475,3673625.75,1349078.25,2746506.75,5876817.5,3436754.25,4889502,4901292.5,2079997.125,2938511.5,3187280.5,4791921.5,1936730.75,6485569,6224977,5159474,2854303.75,3687221.75,3697946,4554931,2626746.25,2167028.25,2453416.25,5033148.5,3678525.25,2264929.5,49328932,3092974.5,4400654,2828028.5,3346009.75,48180208,1106675.5,5766070.5,9993443,2599851.5,5419399,4942477.5,669782.0625,1213273.875,3367348.75,3637712.25,4283549.5,3356484.5,5500887.5,16237285,4491812.5,3046302.25,5124481,2140336.25,3651308.5,3428178.5,2944962,1655814.125,,10481267,5802757.5,4322967,1985411.375,3137301.25,3544604.5,3440028,4363285,5912563.5,4629123.5,1659817.5,2455899.25,5675996,1982909.25,3814606,4074031.5,4779811.5,1529630.5,1932541.5,3916994,3189166.25,7679896,,1688295.125,4553554,4380695.5,4293226,6709899,8739551,1919321.75,3080581.75,8842988,3780329.75,3170263.75,3838689.75,2955346.25,595419.6875,1024449.5,3976858.75,2531206.75
C00204,22287006,21944680,43800752,29275008,31362892,36506024,36459248,35995152,33657600,36819960,43136320,42007508,36621180,25393508,42452772,28038564,42277044,27084302,34331788,30031260,46317284,34927016,25675384,27114850,29297838,31395706,21736916,326613920,25288762,74596760,35841196,35634532,22958670,24981466,45906524,50708672,25466750,42793588,26005328,29059156,28680616,31948952,32698452,57020824,30723704,52852492,182314128,32290472,30049958,38488796,24946488,29871436,49270600,15213213,30593046,25939550,21720622,44461228,44107532,26427438,31453346,26584802,33372636,23832144,41961396,28511106,23013470,40941064,61343440,27438582,39203904,44551200,24917744,27853198,10693961,58442076,41573332,48245568,57954660,25506328,47844188,23292964,34171080,46460028,46439972,45046576,57140152,47143856,28235838,37147360,38576948,29371062,35676104,30708376,19924260,41867212
C00029,567506304,531254432,991418944,623725440,775767808,906345728,1056812928,876290368,713774080,788423104,1160053376,1403720704,939364224,730618432,1070332544,982722432,637063232,516504960,600939392,683210368,1062762496,899875392,596719040,668818688,739861184,537543488,617944256,1748321792,715889216,1362001280,1010170624,950603392,617605824,557046464,980829568,1019466368,880420928,1098123776,579372352,517795424,646018624,729699840,782790208,768344192,767224768,760457088,880301504,750615488,656517504,958198976,646886976,720393024,1050872576,390419840,650421888,512022432,733942912,942784576,747668672,693233792,672578048,714236800,623833344,675334016,732278080,716937920,545144832,637198912,804253440,485728064,623990080,931818432,597695040,798506368,430303648,731323264,883735680,1229482368,764767424,623979648,1361002624,718553984,749333504,952568192,1225682048,1921035520,1607591808,974362048,676227392,673316544,706879552,741750336,969384448,943356480,731114176,852008384
C00167,9811705,7498948.5,6999514.5,8777628,11250932,16077633,10393463,10452064,7377757,11996384,12319488,14060223,10474338,13345995,16359885,9521596,10002649,14454922,13578802,8236526,19121020,12380019,18533316,9182163,8983613,8841170,302995040,280337856,23331656,18766490,97040024,14031634,22102394,15828421,13856997,53331236,7138070,19847950,3720260.75,19579544,9432063,15915495,10705580,16808488,9820418,23802208,48716444,11386311,15792160,7061621,7962773.5,12716608,15587661,6688558,7125234,12344508,4224362.5,6084561.5,8238306.5,10681181,6516356.5,7162615.5,10321689,10819049,12756634,8640597,2070693.5,11383068,9298332,7948747.5,4518174.5,9224586,12209131,6937154.5,4731026.5,17760932,18656322,10165281,17779956,6979693.5,39926252,20634064,8613968,11599056,9331172,18922094,14470986,13595433,14198682,18531058,19269564,10541819,13814084,48198232,24819768,13987861
C00025,349712352,307713536,303250176,246433680,388244768,183866432,363982944,291516416,396785504,434880608,265430496,372631488,339817376,406346976,323999424,177450912,313749856,430385376,313946272,348769184,357246496,568006592,319244384,325546368,222972464,428478336,420806048,319740384,629359360,400511936,176371632,341393504,360147680,522853728,402453792,126543760,1009604672,273439168,528375840,763764160,649244928,325262208,242390208,356129536,449415744,304879328,78612616,309027232,256522992,263056272,249479712,215106336,250670176,119158656,152032720,142790544,200694672,288199456,222357360,229570528,289941760,215106688,141291456,150477616,289235520,217039360,168468176,247321680,252223296,253346240,240929264,204728480,224877856,179062544,203286736,232155888,247571824,239909920,371577312,134987616,288826208,228102304,219446256,183320432,259712112,227529936,214489696,249638560,152417360,275813376,292588256,290851968,122833664,550540096,260716672,210468368
C00064,724611776,911148800,857764352,825826048,977440000,1024624576,781529024,910577856,922324544,932160256,795933824,960350528,820538240,682663680,1239985152,925139392,902109248,1033611968,919722688,1010612608,838448320,666309312,744277504,1246727296,729191552,878783104,829689600,1135683968,925652160,1372830336,1160137856,1226981760,1045614144,783603200,668933504,546388352,1200631552,1457917056,1132056320,656326080,868924032,857623808,713188544,1046680576,1500523392,1158695424,1088958720,988677952,974567424,1054941120,583620992,777362240,612526272,524691296,758794176,710335744,402740096,781185536,835517120,684587904,852573568,755731840,828507456,940179264,823971200,632699072,827008128,808880384,591183296,871658560,899450880,468388064,654818112,842050112,786115584,642766848,607973440,337790336,1011114304,395236640,1343189248,470278048,966884160,1271475968,786282176,484492256,713332864,908574720,673814144,662584256,618583616,817067328,292589216,761515584,625073792,706378944
C00197,35619416,40318352,29723870,26884148,41540160,40178952,31706178,55923288,45312988,40173604,27852072,40146628,31988552,31597348,39713232,29300786,56230704,62772536,59312900,64322432,44934908,46137528,30813104,56396444,51756744,72206952,39722236,47850776,46862780,55637096,34810008,33564892,52247536,41779960,38403304,62072472,79817696,45606928,71455592,58346744,39988560,33334822,36440272,55832408,59435232,28297814,42388604,46117040,26358834,33175216,25855020,22554190,30041208,16314460,30892216,25928916,20800576,27159404,32711558,23606098,43127028,32181746,25913754,18061806,38226696,31183218,17373664,30515606,25997604,25258972,26554990,29344006,30198650,33101244,31586930,31334448,29150176,21504620,83407464,17019328,43537272,41082592,21660502,19055744,35745536,18856978,32941634,29049540,13111293,29786666,30861302,34718360,16349165,32828602,42835584,26522438
