"Peak id","Mass","RT","24_U1.mzXML","24_U2.mzXML","24_U3.mzXML","24_U4.mzXML","24_INFEC_1.mzXML","24_INFEC_2.mzXML","24_INFEC_3.mzXML","24_INFEC_4.mzXML","24_HK1.mzXML","24_HK2.mzXML","24_HK3.mzXML","24_HK4.mzXML","24_SOR_UN1.mzXML","24_SOR_UN2.mzXML","24_SOR_UN3.mzXML","24_SOR_UN4.mzXML","24_SOR_IN2.mzXML","24_SOR_INF1.mzXML","24_SOR_INF3.mzXML","24_SOR_HK1.mzXML","24_SOR_HK2.mzXML","24_SOR_HK3.mzXML","24_SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"1177","308.0909","937.88","NA","NA","NA","13203.08","NA","NA","41455.62","41135.96","19730.79","NA","12876.7","NA","579556","504457.97","620642.81","634973.88","571430.63","593950.63","436670.63","710739","609093.31","963797.13","500249.19","positive","No Fragments","Aristolodione,Glutathione,Hallacridone,Letrozole,Phenanthrene-4,5-dicarboxylate,Stealthin C","C00051,C08163,C12392,C18252,HMDB00125,HMDB15141,HMDB29826,HMDB33247"
"1178","216.0631","939","68534.41","52831.45","93482.23","96359.29","NA","107563.09","73281.3","114742.06","137472.59","70896.61","111014.25","61536.55","657805.69","604588.44","627319.38","610341.69","743857.19","710858.69","619648.13","453691.47","444754.31","466249.41","388549.91","positive","No Fragments","(3-Arylcarbonyl)-alanine,(R)-Mandelate,(R)-mandelic Acid,(S)-Mandelate,1-(2-Furanyl)-1,3-butanedione,1-(5-Methyl-2-furanyl)-1,2-propanedione,2',3'-Dihydroxyacetophenone,2',4'-Dihydroxyacetophenone,2',5'-Dihydroxyacetophenone,2',6'-Dihydroxyacetophenone,2,4'-Dihydroxyacetophenone,2-(Hydroxymethyl)benzoic acid,2-Hydroxyphenylacetate,2-Methoxybenzoic acid,2-Methylhippuric acid,2-Propenyl 2-furancarboxylate,3',4'-Dihydroxyacetophenone,3',5'-Dihydroxyacetophenone,3,4-Dihydroxyphenylacetaldehyde,3-Carbamoyl-2-phenylpropionaldehyde,3-Cresotinic acid,3-Hydroxyphenylacetate,3-Hydroxyphenylacetic acid,3-Methoxybenzoic acid,3-Methoxytropolone,3-Methylsalicylate,4-Anilino-4-oxobutanoic acid,4-Hydroxy-3-methoxy-benzaldehyde,4-Hydroxy-3-methylbenzoic acid,4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one,4-Hydroxymethylsalicylaldehyde,4-Hydroxyphenacyl alcohol,4-Hydroxyphenyl acetate,4-Hydroxyphenylacetate,4-Methoxybenzoate,4-Methylsalicylate,5,6-Dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline,6-Methylsalicylate,6-Methylsalicylic acid,Anthopleurine,Betamipron,Cichorine,Ethyl 2-furanyl diketone,Gentioflavine,Glycerylphosphorylethanolamine,Mandelic acid,Menisdaurilide,Methyl 2-hydroxybenzoate,Methyl furfuracrylate,Methyl hippurate,Methyl n-acetylanthranilate,Methyl salicylate,Methylparaben,N-Methyl-1-deoxynojirimycin,Ortho-Hydroxyphenylacetic acid,Phenoxyacetate,Phenoxyacetic acid,Phenylacetylglycine,Resorcinol monoacetate,Vanillin,m-Methylhippuric acid,p-Anisic acid,p-Hydroxyphenylacetic acid,p-Methylhippuric acid,sn-Glycero-3-phosphoethanolamine,sn-glycero-3-Phosphoethanolamine","C00642,C00755,C01233,C01983,C01984,C02181,C02519,C02639,C02657,C03450,C03663,C04043,C05593,C05598,C05852,C06726,C09962,C10581,C10675,C10804,C12064,C12305,C13635,C13636,C14088,C14103,C14108,C16587,C16595,C16994,C17900,HMDB00020,HMDB00114,HMDB00440,HMDB00669,HMDB00703,HMDB00821,HMDB00859,HMDB01101,HMDB02390,HMDB03791,HMDB04815,HMDB11723,HMDB12308,HMDB13245,HMDB13292,HMDB29657,HMDB29658,HMDB29659,HMDB29660,HMDB29661,HMDB29662,HMDB31609,HMDB32388,HMDB32399,HMDB32572,HMDB32594,HMDB32604,HMDB32606,HMDB32629,HMDB32919,HMDB33003,HMDB34172,HMDB34250,HMDB35360,HMDB36907,HMDB41283,HMDB59660,HMDB60366,HMDB60389,HMDB60390,HMDB60758,HMDB62635,LMPK13010002"
"1179","152.0489","939.65","NA","NA","NA","NA","NA","NA","NA","36888.32","26770.61","11661.67","30415.46","NA","174761.2","176494.52","180427.31","168749.14","153960.02","171555.91","177097.91","126529.38","111893.59","139287.08","119175.98","positive","No Fragments","Hypotaurocyamine","C02419"
"1180","139.123","2598.72","184772.38","182893.53","192282.59","188050.38","202896.28","237277.52","195406.64","179185.11","167548.08","190989.38","192027.38","185453.2","199013.8","264812.53","238805.66","213132.39","253767","288071.13","445139.41","212210.08","1216964.63","191795.28","199198.05","positive","Annotate in FrAnK","",""
"1181","148.0968","735.05","387497.66","258977.33","530720.94","176782.14","65692.81","568216.69","134424.55","249641.7","378193.22","261223.08","382594.59","179262.83","497553.91","487743.13","990312.75","689011.63","1058636.38","669593.19","618546.44","473904.94","521799.53","632569.88","1215072.38","positive","Annotate in FrAnK","(2R*,3R*)-1,2,3-Butanetriol,(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid,1-Methylpyrrolinium,Diethylene glycol,Fagomine,N-(2-Hydroxyethyl)-morpholine N-oxide,N-Hydroxy-L-isoleucine,Trihydroxybutane","C06178,C10144,C14689,C20310,HMDB29449,HMDB33453,HMDB34778,HMDB60253,HMDB61157,HMDB61944"
"1182","204.1344","728.42","263454.59","188302.72","299098.63","84653.14","NA","193817.02","94870.39","204555.88","201932.77","188242.41","276105.5","109975.59","261485.13","270450.09","483907.09","350957.63","589367.81","360596","319752.91","247502.08","273692.34","322586.34","612598.31","positive","No Fragments","2-Deoxystreptamine,5-Hydroxylysine,Glycyl-Lysine,L-Hydroxylysine,Lysyl-Glycine,N6-Hydroxy-L-lysine,allo-Hydroxy-L-lysine","C01028,C02627,C16741,C16742,HMDB00450,HMDB28846,HMDB28951"
"1183","203.1392","737.24","20271.14","28702.89","34963.3","28035.24","NA","52375.88","20637.42","41931.52","41512.47","36289.02","44402.51","18752.1","106800.87","96375.7","111388.23","99213.24","135805.34","141247.23","128530.53","133507.34","143627.52","140757.48","136479.56","positive","No Fragments","(S)-Carnitine,Alanyl-Isoleucine,Alanyl-Leucine,Isoleucyl-Alanine,L-Carnitine,Leucyl-Alanine,Malonyl-Carnitin","C00318,C15025,HMDB00062,HMDB28690,HMDB28691,HMDB28900,HMDB28922,HMDB62496"
"1184","202.0823","730.54","17599.14","NA","20905.23","NA","NA","NA","NA","NA","11348.02","NA","30428.86","NA","50376.44","67700.48","86740.36","77479.35","92017.38","65598.3","46197.05","50131.3","70969.16","64750.38","90046.73","positive","No Fragments","(Z)-2-Methylureidoacrylate peracid,N-Formimino-L-aspartate,N-Nitrosohydroxyproline,Thymine glycol,Tricholomic acid","C03409,C08298,C19483,C20232,HMDB30412,HMDB42037"
"1185","203.0914","737.6","14615.16","31180.08","27051.91","NA","NA","12032.11","NA","NA","11241.39","NA","NA","NA","62963.16","51648.17","51147.68","62056.3","56023.08","44139.8","48677.35","28291.16","18196.39","37772.89","53537.38","positive","No Fragments","3-(1-Hydroxymethyl-1-propenyl)pentanedioic acid,4-Heptenal diethyl acetal,Diethyl 2-methyl-3-oxosuccinate","C04067,HMDB32306,HMDB33092"
"1186","123.0403","2361.54","533589.19","523913.56","516458.53","546534.69","536135.31","493240.78","244111.67","502091.25","522918.78","545194","871502.38","538932.56","866958.5","894265.56","851443.75","938957.06","1122538.63","916699.31","895335.94","1199654.38","829663.81","845416.69","903210.44","positive","No Fragments","",""
"1187","168.946","1292.23","1093175.5","1013665.81","1046846.31","1042208.13","1134595.75","1059437","1035441.63","1010805.06","1012100.19","1023740.69","1039020.81","1199337.63","621238.69","821696.19","588110.06","805392","695395.75","791072.25","874133.25","758690.44","895489.88","582392.19","641388.75","positive","Annotate in FrAnK","",""
"1188","236.0738","248.38","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","352936.19","342211.22","888895.75","542553.5","983010.63","561883.19","476527.03","826965.25","473296.34","754687.81","1193347.63","positive","No Fragments","Bis(2-furanylmethyl) sulfide,Carboxin","C11255,HMDB41503"
"1189","123.0403","2320.18","517432.38","523913.56","512741.22","515947.88","536135.31","469530.38","244111.67","502091.25","496934.59","503355.94","820411.88","538932.56","893126.69","936018.94","855571.75","968470.38","1127025.88","924962.56","903293.38","1191415.25","885335.31","854944.69","904438.31","positive","No Fragments","",""
"1190","238.1226","261.84","575052.38","752704.63","662210.5","694773.88","60881.84","834880","652925.75","763006.25","732832.31","638726","748432.31","550842.88","934454.69","964088.38","965369.56","802164.75","1151555.25","1153355.75","1180198.75","1144203","904066.69","879711.56","981649","positive","No Fragments","(E)-4-stilbenol,Cis-stilbene oxide,cis-Stilbene oxide,cis-stilbene oxide,trans-4-Hydroxystilbene","C14763,C16014,HMDB59631,LMPK13090024,LMPK13090030"
"1191","369.3513","258.24","50008.38","34958.3","40447.57","32886.59","NA","58702.26","NA","41081.34","NA","59622.34","NA","NA","242329.11","280688.13","225105.48","197233.78","361579.97","196034.05","202449.08","178583.41","164662.78","174683.77","222573.05","positive","No Fragments","3-Deoxyvitamin D3","LMST03020618"
"1192","452.5185","261.53","95557.22","118795.97","105851.39","118846.27","NA","76663","76611.27","75014.47","47204.84","127637.55","93458.65","78426.66","137852.06","132844.69","159997.41","114797.14","132604.44","146095.8","180678.06","124094.29","105209.45","134407.48","108719.95","positive","No Fragments","",""
"1193","82.0526","389.85","1179194.88","1082428.88","1159108.25","1162077","1132434.5","1145925.5","1112280","1129170.88","1119598.5","1100247.63","1107306.75","1124277.88","344723.53","384250.06","358373.66","378350.19","372590.56","380072.56","382852.22","369523.44","395829.5","350158.56","397634.44","positive","No Fragments","",""
"1194","139.0179","2064.71","922807.88","1148092","1065748.13","1021893.75","1082509.75","1066124.63","1177095.38","1121151.5","1042170.25","1082822.88","711638.31","864835.25","996072","473491.59","1043279.44","485347.56","584899.94","473521.72","477245.22","479256.31","512897.81","1030175.5","897903.94","positive","Annotate in FrAnK","",""
"1195","222.17","234.99","756995.38","853872.88","910426.81","959315.81","167003.11","966763.13","560803.31","748696.56","713377.25","670994.69","469810.47","662912.81","1008499.44","1122223.75","773228.56","1141520.13","1018555.56","1168475.75","927108.25","855477.19","907551.38","726324.94","924929.63","positive","No Fragments","",""
"1196","230.1751","236.67","232774.05","331536.59","237352.36","204898.09","19605.45","275132.81","180140.23","174653.08","234955.92","193432.39","159365.25","196075.45","303773.41","383471.53","332860.66","375488.03","497102.53","343259.81","435317.63","325437.47","281524.53","266274.94","298571.84","positive","No Fragments","(1R,2R,4R,8R)-p-Menthane-2,8,9-triol,(1R,2R,4S)-p-Menthane-1,2,8-triol,(1S,2S,4R,8R)-p-Menthane-1,2,9-triol,(R)-3-Hydroxydecanoic acid,10-Hydroxydecanoic acid,10-hydroxy capric acid,2,6-Dimethyl-7-octene-2,3,6-triol,2-Hexyl-1,3-dioxan-5-ol,2-Hexyl-1,3-dioxolane-4-methanol,2-hydroxy capric acid,2S-hydroxy-decanoic acid,3-Hydroxycapric acid,3-hydroxy-decanoic acid,3R-hydroxy-decanoic acid,3S-hydroxy-decanoic acid,4-hydroxy capric acid,5-hydroxy capric acid,6-Hydroxy-3,7-dimethyloctanoate,6-hydroxy-3,7-dimethyloctanoic acid,6-hydroxy-decanoic acid,7-Methyl-3-methylene-1,6,7-octanetriol,7-hydroxy-decanoic acid,9-Hydroxydecanoic acid,9-hydroxy-decanoic acid,9R-hydroxy-decanoic acid,9S-hydroxy-decanoic acid,Ethyl (±)-3-hydroxyoctanoate,Hexyl (R)-3-hydroxybutyrate,N-Decanoylglycine,cis-p-Menthane-1,7,8-triol,xi-5-Hydroxydecanoic acid","C02774,C18067,HMDB02203,HMDB10725,HMDB13267,HMDB33201,HMDB33574,HMDB33640,HMDB34783,HMDB38186,HMDB39470,HMDB39668,HMDB39669,HMDB39893,HMDB40329,HMDB41600,LMFA01050029,LMFA01050031,LMFA01050032,LMFA01050033,LMFA01050153,LMFA01050154,LMFA01050155,LMFA01050156,LMFA01050244,LMFA01050245,LMFA01050246,LMFA01050247,LMFA01050248,LMFA01050370,LMFA07010583"
"1197","104.107","266.5","326971.56","311050.31","358780.31","415639.63","125701.66","386209.09","543387.81","348429.47","307148.19","478870.13","484424.53","370249.38","1166416.63","1006340.88","1118972.13","1003303.38","844548.25","651872.81","857443.25","863873.69","679141.31","1146022.75","861594.75","positive","No Fragments","Neurine","HMDB31259"
"1198","210.0914","255.42","NA","63052.08","NA","61201.73","NA","NA","30089","31761.72","85481.85","NA","29736.87","NA","208937.13","198700.38","220596.55","342067.38","153869.39","226391.09","226523.58","221272.5","88076.88","216021.44","244144.14","positive","No Fragments","10-Methylacridone,2-Hydroxyiminostilbene,2-hydroxy-iminostilbene,3-Methyl-9H-carbazole-9-carboxaldehyde,Capillin,Dibenzofuran","C07729,C08398,C16604,HMDB32757,HMDB32867,HMDB33000,HMDB60652,LMPK13090031"
"1199","232.1179","435.38","708468.13","727024.19","838091","728023.44","58756.17","500851.81","619911","677862.75","1007753.06","627943.88","762775.88","66507.27","753682.25","1010849.31","750185.44","1046057.81","1162954.75","861905","792727.44","814185.31","901328.25","761119.88","882294.94","positive","No Fragments","(R)-3-((R)-3-Hydroxybutanoyloxy)butanoate,3-Hydroxysuberic acid,3-hydroxy-suberic acid,6-(2-Hydroxyethoxy)-6-oxohexanoic acid,Diethyl L-malate,Isovalerylglutamic acid,Suberylglycine","C04546,HMDB00325,HMDB00726,HMDB00953,HMDB40220,HMDB61681,LMFA01170093"
"1200","262.1435","432.48","306998.28","359765.16","657694.31","837145","64656.93","386906.5","540062.06","729363.19","912199.63","688136.88","874540.06","193629.59","877085.06","891282.06","905136.88","862513.31","897727.44","800578.75","806043.06","621959.56","1002791.75","828162","856240.5","positive","No Fragments","1,2-Dimethoxy-4-[2-(2-propenyloxy)ethenyl]-benzene,1-(5-Acetyl-2-hydroxyphenyl)-3-methyl-1-butanone,3-Hexenyl salicylic acid,6,8-Dimethyl-6,7-didehydroergoline,Cochlearine,Ethyl 2-benzylacetoacetate,Ethyl methyl-p-tolylglycidate,Flossonol,Precocene II,Zinnimidine,cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3-carboxylic acid,cis-3-Hexenyl salicylate","C09018,C09928,C10626,C10853,C12263,C15462,C20409,HMDB32589,HMDB37492,HMDB40424,HMDB61823,HMDB61942"
"1201","284.3309","434.42","384122.59","1155580.13","212277.09","125557.38","NA","530117.56","494469.84","200861.92","454625.41","591306.81","177606.14","402503.63","833067.88","NA","497288.88","1107584.88","236913.31","409232.22","859279.44","200674.11","509921.31","215119.39","287917.19","positive","No Fragments","",""
"1202","168.946","1279.05","1093175.5","958633.56","1034952.81","975387","1042072.44","990767.94","1028184.81","1010805.06","969308.69","1023740.69","1039020.81","1151069.63","551639.44","797781.75","578816.75","738218.75","686973.88","791072.25","872982.31","758690.44","895489.88","582392.19","641388.75","positive","No Fragments","",""
"1203","234.1335","264.27","913714.63","673747.31","577871.63","232521.8","48268.11","322938.09","227729.95","365651.19","433532.66","237850.33","235539.8","142670.86","605551.81","735728.81","731618","1136133.88","1110518.25","740267.25","679653.81","968088.38","858494.81","1147424.25","963360.19","positive","No Fragments","D-Mycinose,Hydroxypropionylcarnitine","C11913,HMDB13125"
"1204","260.1127","268.03","295906.56","195689.16","227536.98","195993.97","63162.8","191504.42","168788.58","210188.95","205721.41","179610.81","245339.42","134971.98","171838.38","203300.88","195533.48","370472.19","308631","151581.16","202928.72","186374.81","288663.19","353043.56","271380.06","positive","No Fragments","Fumarycarnitine,Osmaronin,Proacacipetalin,Triacetin","C08338,HMDB13134,HMDB29592,HMDB32769,LMGL03012615"
"1205","398.1143","245.66","854191.88","667573.13","934590","485520.5","41495.23","696861.25","276435.31","667267.56","999595.88","682242.5","1140515.13","416742.75","408219.72","516457.13","482538.84","479083.94","688485.56","430943.03","486422.72","481045.97","611549.19","486501.53","731027.25","positive","No Fragments","Penicillin G","C05551,HMDB15186"
"1206","168.946","1593.38","1057541.88","1016899.13","968981.56","969092","1023150.69","1001178","1020667.69","958818.69","968554","991176.69","1065925.88","1139075.88","549737.56","726079.88","543182.75","717991.75","683899.63","737638.63","729840.5","723277.56","785230.94","529243.19","532088.13","positive","Annotate in FrAnK","",""
"1207","83.0604","1531.31","1084078.5","1046121.81","956260.19","1118220.25","1035390.06","942824","913639.13","999407.69","1069174","1025545.44","971615.06","991651.75","293839.16","280540.38","313992.44","313573.19","416797.66","290443.22","339741.69","289600.31","371096.16","354162.81","315549.25","positive","No Fragments","2-Methylimidazole,4-Methylimidazole,Acetonitrile,Fomepizole","C07837,C19261,C19262,HMDB15344,HMDB61869"
"1208","237.091","269.89","178384.86","232389.39","200514.44","372683.91","NA","222454.77","238210.7","332017.16","349412.75","249001.73","318126.53","69212.51","831301.06","738068.94","629598.38","743809.31","804787.13","481586","447375.47","809349.38","1114147.88","788142.31","863546.56","positive","No Fragments","Methionyl-Serine,Serinyl-Methionine,cis-4,5-Dihydroxy-4,5-dihydropyrene,trans-4,5-Dihydroxy-4,5-dihydropyrene","C18249,C18255,HMDB28982,HMDB29045"
"1209","220.1179","371.3","390544.5","283845.88","294542.47","155592.17","15285.99","239665.69","88109.63","251738.8","319297.84","221980.39","268302.47","81650.52","396139.13","419174.97","683385","619474.75","989114.75","617121.5","494102.03","449426.53","466489.75","531794.69","1107511.13","positive","No Fragments","(R)-pantothenic Acid,2-O-Methyl-L-fucose,D-Thevetose,Digitalose,Pantothenate,Pantothenic acid","C00864,C08235,C16287,HMDB00210,HMDB33789,HMDB62717"
"1210","309.1266","255.68","220539.63","221761.69","310323.88","134692.27","NA","170889.39","NA","141152.61","139602.14","304761.66","221676.8","69735.3","442710.25","375359.91","776689.19","486493.19","808144.81","560209.13","488689.53","394643.25","527094.81","563813.63","1091754","positive","No Fragments","",""
"1211","176.8753","1900.06","359183.69","424763.28","294551.72","729193.06","NA","518974.44","769965.5","797321.94","1090679.13","369623.63","878073.19","216612.34","417817.06","504030.81","396934.63","659262.19","470547.19","529238.44","421540.94","478928.47","682298.06","540283.5","477817.22","positive","No Fragments","",""
"1212","216.8678","1899.7","172478.94","192759.34","146568.02","276423.16","NA","218565.95","307021.34","299887.56","348018.03","179631.05","331067.78","96381.54","154742.56","166245.97","130634.79","224865.13","168643.3","173770.41","172882.19","156122.75","182394.59","167367.42","174426.44","positive","No Fragments","",""
"1213","178.8734","1899.96","81017.06","90952.09","57927.23","160084.17","NA","111024.8","177045.34","164554.31","228065.02","84854.41","196137.2","47499.16","106510.05","106730.65","93097.02","137931.92","103184.27","117562.95","91339.38","107933.38","160131.44","137778.22","112129.45","positive","No Fragments","",""
"1214","260.8575","1902.49","111525.93","117531.91","105199.49","163007.39","NA","144821.33","194231.97","186475.73","213483.84","112170.76","202602.17","70454.98","72626.91","100924.88","78403.96","111616.23","88790.59","102475.95","70603.34","89745.19","100639.38","81733.15","65766.89","positive","No Fragments","",""
"1215","298.8134","1900.82","66222.55","79108.48","58555.27","145074.16","NA","100908.97","167467.14","147839.31","180842.61","72670.04","157591.8","32878.77","82317.09","96660.98","71570.93","112415.05","82960.88","107974.27","80630.14","88264.87","103958.87","95376.71","93937.37","positive","No Fragments","",""
"1216","245.1148","1897.48","83466.93","100813.1","68991.5","141644.64","17983.2","83818.88","102150.71","100080.08","130331.96","87807.98","122897.45","58457.35","77156.12","77544.3","71250","88541.95","73298.83","77101.86","58003.34","86151.42","85974.49","83616.13","72004.01","positive","No Fragments","(+/-)-6-Hydroxy-3-oxo-alpha-ionone,(5-Phenyl-1,2,4-triazol-3-yl)urea,(6S)-dehydrovomifoliol,1-Hydroxyibuprofen,2-Hydroxyibuprofen,3-Hydroxyibuprofen,Annuionone B,Dehydrovomifoliol,Hexyl salicylic acid,Isoamyl p-anisate","C02533,C04223,C15383,HMDB32121,HMDB36819,HMDB38894,HMDB60565,HMDB60920,HMDB60921,HMDB61943,LMPR0103050009"
"1217","245.1148","1901.48","68313.28","100813.1","62322.98","141644.64","10646.15","56837.64","102150.71","80232.16","119063.8","85109.41","104198.65","58457.35","77156.12","77544.3","71250","88541.95","73298.83","77101.86","54319.32","86151.42","85974.49","83616.13","72004.01","positive","No Fragments","(+/-)-6-Hydroxy-3-oxo-alpha-ionone,(5-Phenyl-1,2,4-triazol-3-yl)urea,(6S)-dehydrovomifoliol,1-Hydroxyibuprofen,2-Hydroxyibuprofen,3-Hydroxyibuprofen,Annuionone B,Dehydrovomifoliol,Hexyl salicylic acid,Isoamyl p-anisate","C02533,C04223,C15383,HMDB32121,HMDB36819,HMDB38894,HMDB60565,HMDB60920,HMDB60921,HMDB61943,LMPR0103050009"
"1218","360.8137","1899.52","38410","55518.44","25143.21","80508.55","NA","57048.72","93358.75","86105.17","114624.07","46803.4","102991.52","21317.97","31623.11","35238.2","30848.89","41689.31","39556.77","42393.78","28487.42","31335.52","49771.28","31159.92","30771.02","positive","No Fragments","",""
"1219","382.7958","1900.5","48219.41","38816.68","28741.54","67511.44","NA","45317.8","61917.39","62367.61","82277.27","35223.39","63754.92","21446.31","34664.05","38831.55","35067.14","53644.12","39624.18","44457.26","46456.15","37578.63","57669.99","39295.11","31578.2","positive","No Fragments","",""
